answer_id,model_name,provider_country,licence_type,map_code,graphical_complexity,viz_technique,symbol_scaling,diagram_structure,map_source,question_id,nuts_level,map_usage_type,task_type,test_mode,score
1765,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,5.0
1766,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,0.0
1767,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,0.0
1768,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,3.6
1769,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,0.0
1770,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,0.0
1771,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,0.0
1772,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,4.3
1773,DeepSeek-R1,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,4.2
1774,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,4.5
1775,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,5.0
1776,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,4.0
1777,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,0.0
1778,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,3.8
1779,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,0.0
1780,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,3.85
1781,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,4.75
1782,DeepSeek-R1,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,5.0
1783,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,5.0
1784,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,4.6
1785,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,4.8
1786,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,4.6
1787,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,4.4
1788,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,5.0
1789,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,3.1
1790,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.75
1791,DeepSeek-R1,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,5.0
1792,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,4.5
1793,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,0.0
1794,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
1795,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,4.05
1796,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,0.0
1797,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,4.05
1798,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,3.95
1799,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,4.25
1800,DeepSeek-R1,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,2.35
1801,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,4.5
1802,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,3.4
1803,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,4.8
1804,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,4.4
1805,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,0.0
1806,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,4.3
1807,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,batch,2.15
1808,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,batch,4.05
1809,DeepSeek-R1,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,batch,2.25
1810,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,batch,5.0
1811,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,batch,0.0
1812,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,batch,0.0
1813,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,batch,0.0
1814,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,batch,0.0
1815,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,batch,4.2
1816,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,batch,0.0
1817,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,batch,4.15
1818,DeepSeek-R1,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,batch,4.25
1819,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,batch,0.0
1820,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,batch,5.0
1821,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,batch,3.9
1822,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,batch,4.3
1823,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,batch,0.0
1824,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,batch,4.5
1825,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,batch,4.05
1826,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,batch,4.25
1827,DeepSeek-R1,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,batch,4.05
1828,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,batch,0.0
1829,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,batch,0.0
1830,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,batch,0.0
1831,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,batch,3.7
1832,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,batch,3.85
1833,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,batch,4.8
1834,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,batch,3.85
1835,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,batch,4.5
1836,DeepSeek-R1,China,free,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,batch,4.5
1837,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,batch,5.0
1838,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,batch,0.0
1839,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,batch,0.0
1840,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,batch,0.0
1841,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,batch,0.0
1842,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,batch,0.0
1843,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,batch,2.0
1844,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,batch,3.75
1845,DeepSeek-R1,China,free,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,batch,3.75
1846,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,batch,5.0
1847,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,batch,0.0
1848,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,batch,0.0
1849,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,batch,3.9
1850,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,batch,3.9
1851,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,batch,3.85
1852,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,batch,3.75
1853,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,batch,2.7
1854,DeepSeek-R1,China,free,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,batch,4.5
1855,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,batch,0.0
1856,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,batch,0.0
1857,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,batch,5.0
1858,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,batch,0.0
1859,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,batch,0.0
1860,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,batch,0.0
1861,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,batch,0.0
1862,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,batch,2.7
1863,DeepSeek-R1,China,free,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,batch,3.7
1864,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,batch,4.9
1865,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,batch,0.0
1866,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,batch,0.0
1867,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,batch,5.0
1868,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,batch,0.0
1869,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,batch,0.0
1870,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,batch,4.0
1871,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,batch,4.1
1872,DeepSeek-R1,China,free,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,batch,0.0
2017,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,batch,0.0
2018,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,batch,5.0
2019,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,batch,0.0
2020,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,batch,4.3
2021,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,batch,0.0
2022,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,batch,0.0
2023,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,batch,4.0
2024,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,batch,3.75
2025,MiniMax-01,China,free,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,batch,4.25
2026,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,batch,5.0
2027,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,batch,5.0
2028,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,batch,5.0
2029,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,batch,4.1
2030,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,batch,3.85
2031,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,batch,4.3
2032,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,4.5
2033,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,4.0
2034,MiniMax-01,China,free,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,4.5
2035,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,0.0
2036,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,4.6
2037,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,3.4
2038,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,3.7
2039,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,3.9
2040,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,4.6
2041,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,0.0
2042,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,3.5
2043,MiniMax-01,China,free,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,3.2
2044,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,4.4
2045,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,4.6
2046,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,batch,0.0
2047,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,batch,5.0
2048,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,batch,3.7
2049,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,batch,4.0
2050,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,batch,4.25
2051,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,batch,4.25
2052,MiniMax-01,China,free,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,batch,4.75
2053,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,batch,4.5
2054,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,batch,4.6
2055,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,batch,0.0
2056,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,batch,0.0
2057,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,batch,0.0
2058,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,batch,3.9
2059,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,batch,2.75
2060,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,batch,4.25
2061,MiniMax-01,China,free,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,batch,4.3
2062,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,batch,4.5
2063,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,batch,0.0
2064,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,batch,0.0
2065,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,batch,4.05
2066,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,batch,4.3
2067,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,batch,4.3
2068,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,batch,4.3
2069,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,batch,4.75
2070,MiniMax-01,China,free,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,batch,4.05
2071,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,batch,5.0
2072,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,batch,4.4
2073,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,batch,4.5
2074,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,batch,0.0
2075,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,batch,4.1
2076,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,batch,4.1
2077,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,batch,4.25
2078,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,batch,4.75
2079,MiniMax-01,China,free,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,batch,5.0
2080,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,batch,0.0
2081,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,batch,4.8
2082,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,batch,0.0
2083,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,batch,4.3
2084,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,batch,0.0
2085,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,batch,3.85
2086,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,batch,2.7
2087,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,batch,3.3
2088,MiniMax-01,China,free,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,batch,3.0
2089,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,batch,0.0
2090,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,batch,4.8
2091,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,batch,5.0
2092,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,batch,4.4
2093,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,batch,3.9
2094,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,batch,0.0
2095,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,batch,5.0
2096,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,batch,4.8
2097,MiniMax-01,China,free,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,batch,4.5
2098,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,batch,0.0
2099,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,batch,0.0
2100,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,batch,0.0
2101,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,batch,0.0
2102,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,batch,0.0
2103,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,batch,0.0
2104,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,batch,0.0
2105,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,batch,4.3
2106,MiniMax-01,China,free,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,batch,4.3
2107,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,batch,5.0
2108,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,batch,4.6
2109,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,batch,0.0
2110,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,batch,5.0
2111,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,batch,4.3
2112,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,batch,4.1
2113,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,batch,4.05
2114,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,batch,4.0
2115,MiniMax-01,China,free,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,batch,4.05
